Pearson_gof,Pearson_ed,Conv_gof_1,Conv_gof_2,Conv_ed_1,Conv_ed_2,True_gof_1,True_gof_2,True_ed_1,True_ed_2
0.46506288042039645,0.24414328315343709,0.43144173297216803,0.7316156289466417,0.35822490343436875,0.19514997214252233,0.3246010571129114,0.5737534207374331,0.22487965817279898,0.43657249771442974
0.9865412543374488,0.8290291181804004,1.0,1.0,0.7664768973141401,0.799785180090802,1.0,1.0,0.800388222013748,0.8003227279375142
0.6098270139020094,0.5827482523739896,0.7172403458171205,0.8219477656585984,0.8920142576138725,0.9375554430022657,0.7907597629859163,0.7574651283969664,0.919441007452289,0.9222512557067318
0.1940641711163287,0.039163895098987066,0.35839063299905405,0.5360771447306537,0.12307304598936421,0.03607527140462752,0.24782841695426328,0.4961113601076762,0.06868565636500026,0.1549269033167675
0.46506288042039645,0.6376281516217732,0.5172951616504574,0.38742011199562965,0.9147210665642033,0.24219261771080636,0.4153851137034337,0.43177798346854446,0.7809132021007394,0.1685324812631135
0.9865412543374488,0.8290291181804004,0.7172403458171205,0.8219477656585984,0.9123989470946574,0.931876985315801,0.7907597629859163,0.7574651283969664,0.8397011473213221,0.941559665373826
0.33368395529388023,0.06539740322986018,0.08113063648894812,0.21848178504083393,0.0021392041426130794,0.007205030104116224,0.17859231391602667,0.3757870550831551,0.0036408104767420577,0.0111075580148985
0.9865412543374488,0.3539988768967172,0.7172403458171205,0.8219477656585984,0.3530559706762868,0.4846087044456695,0.7907597629859163,0.7574651283969664,0.3366477748734954,0.6302315662424671
0.33368395529388023,0.1533549668449285,1.0,1.0,0.2881277637319478,0.44556673010331604,1.0,1.0,0.2659160573966944,0.31994661040223454
0.33368395529388023,0.5852511043074122,0.08113063648894812,0.21848178504083393,0.6375028890057332,0.5903464153258697,0.17859231391602667,0.3757870550831551,0.6673149474086053,0.8934498150490381
