Pgof,Ped,Cgof_1,Cgof_2,Ced_1,Ced_2,Zgof_1,Zgof_2,Zed_1,Zed_2,n1,n2,n3,rho,X1_p,X2_q,where_p
0.2,0.3,0.3,0.4,0.2,0.3,0.2,0.2,0.2,0.3,100.0,100.0,100.0,0.0,0.08,0.8,far
0.2,0.1,0.2,0.3,0.0,0.1,0.1,0.1,0.0,0.1,100.0,100.0,100.0,0.0,0.09,0.8,far
0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,100.0,100.0,100.0,0.0,0.09999999999999999,0.8,far
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.11,0.8,far
0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,100.0,100.0,100.0,0.0,0.12,0.8,far
0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,100.0,100.0,100.0,0.0,0.13,0.8,far
0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,100.0,100.0,100.0,0.0,0.14,0.8,far
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.15000000000000002,0.8,far
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.16,0.8,far
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.17,0.8,far
0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,100.0,100.0,100.0,0.0,0.18000000000000002,0.8,far
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.19,0.8,far
0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,100.0,100.0,100.0,0.0,0.2,0.8,far
0.1,0.0,0.1,0.2,0.0,0.0,0.3,0.2,0.0,0.1,100.0,100.0,100.0,0.0,0.21000000000000002,0.8,far
0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.0,100.0,100.0,100.0,0.0,0.22,0.8,far
0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,100.0,100.0,100.0,0.0,0.23,0.8,far
0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,100.0,100.0,100.0,0.0,0.24000000000000002,0.8,far
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.25,0.8,far
0.4,0.1,0.3,1.0,0.1,0.4,0.2,1.0,0.1,0.4,100.0,100.0,100.0,0.25,0.55,0.8,near
0.8,0.3,0.3,1.0,0.0,0.5,0.4,1.0,0.0,0.6,100.0,100.0,100.0,0.25,0.56,0.8,near
0.5,0.5,0.4,1.0,0.3,0.9,0.3,1.0,0.3,0.9,100.0,100.0,100.0,0.25,0.5700000000000001,0.8,near
0.9,0.6,0.4,1.0,0.1,0.7,0.4,1.0,0.1,0.7,100.0,100.0,100.0,0.25,0.5800000000000001,0.8,near
0.6,0.2,0.2,1.0,0.3,0.6,0.3,1.0,0.3,0.5,100.0,100.0,100.0,0.25,0.5900000000000001,0.8,near
0.6,0.3,0.0,1.0,0.1,0.7,0.0,1.0,0.1,0.7,100.0,100.0,100.0,0.25,0.6000000000000001,0.8,near
0.2,0.1,0.1,1.0,0.0,0.4,0.1,1.0,0.0,0.4,100.0,100.0,100.0,0.25,0.6100000000000001,0.8,near
0.7,0.5,0.6,1.0,0.2,0.7,0.6,1.0,0.2,0.7,100.0,100.0,100.0,0.25,0.6200000000000001,0.8,near
1.0,0.5,0.1,1.0,0.0,0.5,0.1,1.0,0.0,0.5,100.0,100.0,100.0,0.25,0.6300000000000001,0.8,near
0.7,0.4,0.2,1.0,0.2,0.4,0.2,1.0,0.2,0.4,100.0,100.0,100.0,0.25,0.6400000000000001,0.8,near
0.6,0.4,0.2,1.0,0.3,0.4,0.2,1.0,0.3,0.4,100.0,100.0,100.0,0.25,0.6500000000000001,0.8,near
0.8,0.7,0.3,1.0,0.0,0.5,0.3,1.0,0.1,0.5,100.0,100.0,100.0,0.25,0.6600000000000001,0.8,near
0.6,0.2,0.1,1.0,0.0,0.4,0.1,1.0,0.0,0.4,100.0,100.0,100.0,0.25,0.6700000000000002,0.8,near
0.6,0.2,0.2,1.0,0.1,0.5,0.2,1.0,0.1,0.5,100.0,100.0,100.0,0.25,0.6800000000000002,0.8,near
0.8,0.6,0.1,1.0,0.3,0.7,0.1,1.0,0.3,0.8,100.0,100.0,100.0,0.25,0.6900000000000002,0.8,near
0.6,0.3,0.2,1.0,0.0,0.6,0.3,1.0,0.0,0.6,100.0,100.0,100.0,0.25,0.7000000000000002,0.8,near
0.4,0.3,0.2,1.0,0.3,0.5,0.2,1.0,0.3,0.5,100.0,100.0,100.0,0.25,0.7100000000000002,0.8,near
0.7,0.4,0.3,0.9,0.1,0.6,0.3,1.0,0.1,0.6,100.0,100.0,100.0,0.25,0.7200000000000002,0.8,near
0.4,0.3,0.1,1.0,0.0,0.5,0.1,1.0,0.0,0.6,100.0,100.0,100.0,0.25,0.7300000000000002,0.8,near
0.3,0.0,0.3,1.0,0.2,0.6,0.3,1.0,0.2,0.4,100.0,100.0,100.0,0.25,0.7400000000000002,0.8,near
0.7,0.2,0.1,1.0,0.3,0.4,0.1,1.0,0.3,0.3,100.0,100.0,100.0,0.25,0.7500000000000002,0.8,near
0.6,0.4,0.2,0.9,0.1,0.5,0.2,1.0,0.1,0.5,100.0,100.0,100.0,0.25,0.7600000000000002,0.8,near
0.7,0.4,0.3,1.0,0.2,0.5,0.3,1.0,0.3,0.5,100.0,100.0,100.0,0.25,0.7700000000000002,0.8,near
0.7,0.4,0.2,0.8,0.3,0.6,0.2,1.0,0.3,0.7,100.0,100.0,100.0,0.25,0.7800000000000002,0.8,near
0.4,0.3,0.0,0.9,0.1,0.5,0.0,1.0,0.1,0.5,100.0,100.0,100.0,0.25,0.7900000000000003,0.8,near
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,0.25,0.01,0.8,far
1.0,0.6,1.0,1.0,0.9,0.7,1.0,1.0,0.9,0.7,100.0,100.0,100.0,0.25,0.02,0.8,far
0.9,0.7,1.0,1.0,0.9,0.9,1.0,1.0,0.9,1.0,100.0,100.0,100.0,0.25,0.03,0.8,far
1.0,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,100.0,100.0,100.0,0.25,0.04,0.8,far
0.9,0.9,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,100.0,100.0,100.0,0.25,0.05,0.8,far
1.0,0.6,1.0,1.0,0.8,0.7,1.0,1.0,0.8,0.7,100.0,100.0,100.0,0.25,0.060000000000000005,0.8,far
0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,100.0,100.0,100.0,0.25,0.06999999999999999,0.8,far
0.9,0.5,1.0,1.0,0.9,0.7,1.0,1.0,0.9,0.7,100.0,100.0,100.0,0.25,0.08,0.8,far
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,0.25,0.09,0.8,far
0.8,0.3,1.0,1.0,0.6,0.4,1.0,1.0,0.6,0.4,100.0,100.0,100.0,0.25,0.09999999999999999,0.8,far
1.0,0.8,1.0,1.0,0.9,1.0,1.0,1.0,0.9,1.0,100.0,100.0,100.0,0.25,0.11,0.8,far
0.9,0.6,1.0,1.0,0.7,0.6,1.0,1.0,0.7,0.6,100.0,100.0,100.0,0.25,0.12,0.8,far
1.0,0.9,1.0,1.0,0.9,0.8,1.0,1.0,0.9,0.8,100.0,100.0,100.0,0.25,0.13,0.8,far
0.9,0.5,1.0,1.0,0.9,0.7,1.0,1.0,0.9,0.7,100.0,100.0,100.0,0.25,0.14,0.8,far
1.0,0.8,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,100.0,100.0,100.0,0.25,0.15000000000000002,0.8,far
0.9,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,100.0,100.0,100.0,0.25,0.16,0.8,far
1.0,0.8,1.0,1.0,0.9,0.8,1.0,1.0,0.9,0.8,100.0,100.0,100.0,0.25,0.17,0.8,far
0.8,0.5,0.9,1.0,0.8,0.6,1.0,1.0,0.8,0.6,100.0,100.0,100.0,0.25,0.18000000000000002,0.8,far
0.9,0.6,1.0,1.0,0.9,0.7,1.0,1.0,0.9,0.7,100.0,100.0,100.0,0.25,0.19,0.8,far
0.9,0.8,0.9,1.0,0.9,0.8,1.0,1.0,0.9,0.8,100.0,100.0,100.0,0.25,0.2,0.8,far
0.9,0.2,1.0,1.0,0.5,0.5,1.0,1.0,0.7,0.5,100.0,100.0,100.0,0.25,0.21000000000000002,0.8,far
1.0,0.9,0.7,1.0,0.8,0.9,0.7,1.0,0.9,0.9,100.0,100.0,100.0,0.25,0.22,0.8,far
0.8,0.5,0.5,1.0,0.6,0.5,0.5,1.0,0.7,0.5,100.0,100.0,100.0,0.25,0.23,0.8,far
0.9,0.8,0.7,1.0,0.8,0.8,0.7,1.0,0.8,0.8,100.0,100.0,100.0,0.25,0.24000000000000002,0.8,far
1.0,1.0,0.6,1.0,1.0,1.0,0.4,1.0,1.0,1.0,100.0,100.0,100.0,0.25,0.25,0.8,far
