Pgof,Ped,Cgof_1,Cgof_2,Ced_1,Ced_2,Zgof_1,Zgof_2,Zed_1,Zed_2,n1,n2,n3,rho,X1_p,X2_q
0.74867,0.45663,0.26783,1.0,0.39182,0.60221,0.3049,0.99817,0.37945,0.59286,100.0,100.0,100.0,0.22,0.3,0.8
0.79534,0.49076,0.28887,1.0,0.41982,0.64482,0.33239,0.99935,0.40706,0.63606,100.0,100.0,100.0,0.23,0.3,0.8
0.81926,0.52844,0.30096,1.0,0.44469,0.68888,0.3525,0.99975,0.43453,0.67788,100.0,100.0,100.0,0.24,0.3,0.8
0.85599,0.56197,0.31774,1.0,0.46885,0.72528,0.37446,0.99994,0.45913,0.71445,100.0,100.0,100.0,0.25,0.3,0.8
0.88403,0.59958,0.3375,1.0,0.49349,0.76207,0.39759,0.99998,0.48727,0.7511,100.0,100.0,100.0,0.26,0.3,0.8
0.90488,0.62723,0.36032,1.0,0.50695,0.7899,0.42726,1.0,0.50478,0.77895,100.0,100.0,100.0,0.27,0.3,0.8
0.92718,0.66163,0.36976,1.0,0.52544,0.8221,0.45664,1.0,0.52869,0.81203,100.0,100.0,100.0,0.28,0.3,0.8
0.94303,0.69483,0.3894,1.0,0.54599,0.85171,0.47876,1.0,0.55151,0.84175,100.0,100.0,100.0,0.29,0.3,0.8
0.9569,0.72653,0.39917,1.0,0.55873,0.87478,0.50251,1.0,0.56972,0.86553,100.0,100.0,100.0,0.3,0.3,0.8
0.96965,0.75563,0.42893,1.0,0.57591,0.89724,0.52586,1.0,0.5861,0.8886,100.0,100.0,100.0,0.31,0.3,0.8
0.97693,0.77997,0.44566,1.0,0.58409,0.91445,0.55448,1.0,0.60098,0.90652,100.0,100.0,100.0,0.32,0.3,0.8
0.98296,0.80584,0.45633,1.0,0.59246,0.93112,0.57693,1.0,0.61084,0.92439,100.0,100.0,100.0,0.33,0.3,0.8
0.98874,0.83068,0.4759,1.0,0.60324,0.94609,0.61104,1.0,0.62485,0.94059,100.0,100.0,100.0,0.34,0.3,0.8
0.99134,0.85083,0.49813,1.0,0.60302,0.95627,0.63204,1.0,0.6289,0.95128,100.0,100.0,100.0,0.35000000000000003,0.3,0.8
0.99477,0.87333,0.51463,1.0,0.60643,0.96572,0.65951,1.0,0.6372,0.9621,100.0,100.0,100.0,0.36,0.3,0.8
0.99629,0.88968,0.51691,1.0,0.60353,0.97444,0.68026,1.0,0.63502,0.9717,100.0,100.0,100.0,0.37,0.3,0.8
0.99777,0.90578,0.54443,1.0,0.60336,0.98044,0.69692,1.0,0.63132,0.97759,100.0,100.0,100.0,0.38,0.3,0.8
0.99831,0.92127,0.5655,1.0,0.59779,0.98541,0.71941,1.0,0.62796,0.98366,100.0,100.0,100.0,0.39,0.3,0.8
0.05104,0.04923,0.05087,0.08427,0.05189,0.05491,0.05399,0.04611,0.05029,0.05066,100.0,100.0,100.0,0.0,0.1,0.9
0.04584,0.05118,0.05423,0.10913,0.05285,0.05521,0.05786,0.0553,0.05305,0.05354,100.0,100.0,100.0,0.01,0.1,0.9
0.0494,0.06003,0.07774,0.1568,0.05947,0.06365,0.06309,0.07111,0.0623,0.06339,100.0,100.0,100.0,0.02,0.1,0.9
0.05966,0.06934,0.10151,0.19181,0.07166,0.07277,0.09502,0.11075,0.07603,0.07336,100.0,100.0,100.0,0.03,0.1,0.9
0.08973,0.08423,0.14301,0.2633,0.09152,0.08891,0.14377,0.16237,0.09834,0.09211,100.0,100.0,100.0,0.04,0.1,0.9
0.115,0.10457,0.18763,0.29412,0.11575,0.11013,0.20704,0.22613,0.12381,0.11355,100.0,100.0,100.0,0.05,0.1,0.9
0.17022,0.13082,0.26106,0.3936,0.14806,0.13872,0.28462,0.32411,0.15751,0.14218,100.0,100.0,100.0,0.06,0.1,0.9
0.2104,0.16343,0.33133,0.47152,0.18394,0.1728,0.37046,0.40752,0.19424,0.17655,100.0,100.0,100.0,0.07,0.1,0.9
0.29623,0.19598,0.39019,0.54734,0.22957,0.2095,0.46734,0.53133,0.24088,0.21252,100.0,100.0,100.0,0.08,0.1,0.9
0.3194,0.23588,0.48477,0.64733,0.27472,0.25164,0.55954,0.64804,0.28692,0.2527,100.0,100.0,100.0,0.09,0.1,0.9
0.44097,0.2796,0.56197,0.70836,0.32867,0.30115,0.64814,0.75515,0.34022,0.30032,100.0,100.0,100.0,0.1,0.1,0.9
0.50302,0.32845,0.62435,0.78052,0.38724,0.35383,0.75557,0.80341,0.39802,0.3503,100.0,100.0,100.0,0.11,0.1,0.9
0.57562,0.37669,0.71285,0.84961,0.44301,0.40524,0.82684,0.86876,0.45294,0.40077,100.0,100.0,100.0,0.12,0.1,0.9
0.65796,0.42585,0.75431,0.89119,0.50182,0.45978,0.89037,0.91394,0.51138,0.45383,100.0,100.0,100.0,0.13,0.1,0.9
0.73402,0.47758,0.83509,0.92215,0.55831,0.51452,0.92998,0.95106,0.5673,0.50776,100.0,100.0,100.0,0.14,0.1,0.9
0.80763,0.53321,0.85471,0.95396,0.61762,0.5716,0.95433,0.97285,0.62632,0.56321,100.0,100.0,100.0,0.15,0.1,0.9
0.84675,0.57988,0.88867,0.97374,0.669,0.62144,0.97126,0.98533,0.67617,0.61283,100.0,100.0,100.0,0.16,0.1,0.9
0.89122,0.63215,0.91934,0.98376,0.71958,0.67392,0.98338,0.99357,0.72617,0.66236,100.0,100.0,100.0,0.17,0.1,0.9
0.92359,0.67381,0.92943,0.98943,0.76413,0.7186,0.99046,0.99604,0.76864,0.70656,100.0,100.0,100.0,0.18,0.1,0.9
0.95185,0.72216,0.95843,0.9947,0.8062,0.76375,0.99556,0.99769,0.80995,0.75253,100.0,100.0,100.0,0.19,0.1,0.9
0.96621,0.76348,0.96086,0.99776,0.84277,0.80291,0.99807,0.99924,0.84605,0.79046,100.0,100.0,100.0,0.2,0.1,0.9
0.97803,0.80022,0.96488,0.99901,0.87399,0.83778,0.99913,0.99957,0.87592,0.82627,100.0,100.0,100.0,0.21,0.1,0.9
0.98665,0.83285,0.9798,0.99949,0.90086,0.86842,0.99963,0.99988,0.90251,0.85854,100.0,100.0,100.0,0.22,0.1,0.9
0.99355,0.8641,0.98106,0.9997,0.92452,0.89593,0.99988,0.99994,0.9255,0.88609,100.0,100.0,100.0,0.23,0.1,0.9
0.99566,0.88769,0.98406,0.9999,0.94146,0.91657,0.99994,1.0,0.94234,0.90889,100.0,100.0,100.0,0.24,0.1,0.9
0.99741,0.911,0.98978,0.99996,0.95752,0.93636,0.99997,1.0,0.95818,0.9289,100.0,100.0,100.0,0.25,0.1,0.9
0.99854,0.92871,0.9906,0.99999,0.96724,0.95084,1.0,1.0,0.96821,0.94499,100.0,100.0,100.0,0.26,0.1,0.9
0.99939,0.94418,0.9924,1.0,0.97602,0.96266,1.0,1.0,0.97622,0.95787,100.0,100.0,100.0,0.27,0.1,0.9
0.99962,0.95451,0.99543,1.0,0.98302,0.97081,1.0,1.0,0.98318,0.96756,100.0,100.0,100.0,0.28,0.1,0.9
0.99983,0.96584,0.99578,1.0,0.98779,0.97907,1.0,1.0,0.98808,0.97674,100.0,100.0,100.0,0.29,0.1,0.9
0.99992,0.97434,0.99688,1.0,0.99158,0.9846,1.0,1.0,0.99166,0.98231,100.0,100.0,100.0,0.3,0.1,0.9
0.99995,0.98066,0.99797,1.0,0.99415,0.98907,1.0,1.0,0.99413,0.9874,100.0,100.0,100.0,0.31,0.1,0.9
0.99998,0.98584,0.99802,1.0,0.99592,0.99261,1.0,1.0,0.99603,0.99144,100.0,100.0,100.0,0.32,0.1,0.9
1.0,0.98967,0.99874,1.0,0.99767,0.9948,1.0,1.0,0.99786,0.99394,100.0,100.0,100.0,0.33,0.1,0.9
1.0,0.99244,0.99919,1.0,0.99827,0.99624,1.0,1.0,0.99835,0.9956,100.0,100.0,100.0,0.34,0.1,0.9
1.0,0.99421,0.99929,1.0,0.99875,0.99728,1.0,1.0,0.99893,0.99695,100.0,100.0,100.0,0.35000000000000003,0.1,0.9
1.0,0.99637,0.9995,1.0,0.99937,0.99847,1.0,1.0,0.99942,0.99818,100.0,100.0,100.0,0.36,0.1,0.9
1.0,0.99761,0.99975,1.0,0.99954,0.99893,1.0,1.0,0.99959,0.99884,100.0,100.0,100.0,0.37,0.1,0.9
1.0,0.99817,0.99978,1.0,0.99982,0.99931,1.0,1.0,0.99979,0.99915,100.0,100.0,100.0,0.38,0.1,0.9
1.0,0.9987,0.9998,1.0,0.99987,0.99959,1.0,1.0,0.99988,0.99956,100.0,100.0,100.0,0.39,0.1,0.9
