Pearson_gof,Pearson_ed,Conv_gof_1,Conv_gof_2,Conv_ed_1,Conv_ed_2,True_gof_1,True_gof_2,True_ed_1,True_ed_2
0.4827193822991168,0.7711948839652696,0.9266521026070141,0.405990409278302,0.8834205587571238,0.7895713380014782,0.8412092684319612,0.48942997132573973,0.9502268193163382,0.7991788852599552
0.8948393168143702,0.7077543114030533,0.611522796253305,0.8274604732029098,0.2478645334529174,0.5001351672938403,0.6373518882339368,0.8007374029168084,0.2746643348737404,0.5208948914071284
0.4170032570207721,0.8408477088116773,0.8241640793540623,0.9407761423555876,0.5610047977714709,0.6492696971474625,0.8136637157667919,0.9459594689067653,0.532483473988308,0.7262761519110636
0.7170169298778598,0.27354304157175036,0.26525894663710015,0.5356739723381937,0.8637924028689322,0.2500607084806255,0.25297384238057763,0.5060192557607692,0.8637045597449065,0.24570527592821864
0.33391010503466334,0.29166690704378345,0.09822513378064947,0.06371216168085939,0.1730848352698728,0.21715877662383531,0.08748033392519708,0.18085323292874053,0.18468527903236445,0.25163982774813687
0.11440372032785834,0.28593689853915616,0.002182657903928986,0.009144461462692013,0.17019129226694407,0.24806088999581316,0.012268128684288624,0.04346276456589698,0.2833262248795504,0.2847657746170573
0.2139516080681732,0.5026190733074702,0.12180895255944278,0.26203276801401154,0.16927830809924882,0.3836702177265602,0.1572992070502808,0.1353352832366124,0.18468527903236445,0.3322130858758943
0.0017486416557460599,0.09400964793638805,0.004204308228169143,0.016172699520772597,0.026770573029330964,0.08145015992291835,0.003340929362321449,0.001422093780581016,0.03252066986292933,0.04182305827620899
0.18495007102264602,0.09109673333855071,0.2652589466371002,0.5356739723381938,0.26457416708208525,0.1596315814160589,0.25297384238057763,0.5060192557607693,0.17957270952784216,0.24645437679985704
0.16901331540606632,0.8004363346425889,0.5497206432304833,0.11492246891615948,0.4771322042953884,0.7674300186058696,0.924886018613603,0.1682638119124423,0.5172257890885298,0.7155449872521714
